GeneID	Symbol	Description	Synonyms	GeneType	EnsemblGeneID	Status	ChrAcc	ChrStart	ChrStop	Orientation	Length	GOFunctionID	GOProcessID	GOComponentID	GOFunction	GOProcess	GOComponent
105376996	LOC105376996	uncharacterized LOC105376996		ncRNA		active	NC_000020.11	63125280	63130276	negative	560						
406909	MIR124-3	microRNA 124-3	MIRN124-3|MIRN124A3|mir-124-3	ncRNA	ENSG00000207598	active	NC_000020.11	63178500	63178586	positive	87		GO:0035195	GO:0016442		miRNA-mediated gene silencing	RISC complex
54915	YTHDF1	YTH N6-methyladenosine RNA binding protein 1	C20orf21|DF1	protein-coding	ENSG00000149658	active	NC_000020.11	63195429	63216131	negative	3307	GO:0003723///GO:0003729///GO:0005515///GO:0043022///GO:1990247	GO:0002376///GO:0002577///GO:0007612///GO:0007613///GO:0034063///GO:0043488///GO:0045727///GO:0045948///GO:0061157///GO:0070925///GO:1900271///GO:1902667	GO:0000932///GO:0005737///GO:0010494	RNA binding///mRNA binding///protein binding///ribosome binding///N6-methyladenosine-containing RNA binding	immune system process///regulation of antigen processing and presentation///learning///memory///stress granule assembly///regulation of mRNA stability///positive regulation of translation///positive regulation of translational initiation///mRNA destabilization///organelle assembly///regulation of long-term synaptic potentiation///regulation of axon guidance	P-body///cytoplasm///cytoplasmic stress granule
79444	BIRC7	baculoviral IAP repeat containing 7	KIAP|LIVIN|ML-IAP|MLIAP|RNF50	protein-coding	ENSG00000101197	active	NC_000020.11	63235905	63240495	positive	1334	GO:0004842///GO:0004869///GO:0005515///GO:0019899///GO:0043027///GO:0046872///GO:0061630	GO:0002088///GO:0006915///GO:0010804///GO:0016567///GO:0031398///GO:0042127///GO:0042981///GO:0043066///GO:0043154///GO:0046330///GO:0051726///GO:0070247	GO:0005634///GO:0005654///GO:0005737///GO:0005794///GO:0005813///GO:0005829	ubiquitin-protein transferase activity///cysteine-type endopeptidase inhibitor activity///protein binding///enzyme binding///cysteine-type endopeptidase inhibitor activity involved in apoptotic process///metal ion binding///ubiquitin protein ligase activity	lens development in camera-type eye///apoptotic process///negative regulation of tumor necrosis factor-mediated signaling pathway///protein ubiquitination///positive regulation of protein ubiquitination///regulation of cell population proliferation///regulation of apoptotic process///negative regulation of apoptotic process///negative regulation of cysteine-type endopeptidase activity involved in apoptotic process///positive regulation of JNK cascade///regulation of cell cycle///regulation of natural killer cell apoptotic process	nucleus///nucleoplasm///cytoplasm///Golgi apparatus///centrosome///cytosol
100423014	MIR3196	microRNA 3196	mir-3196	ncRNA	ENSG00000266463	active	NC_000020.11	63238779	63238842	positive	64						
128414	NKAIN4	sodium/potassium transporting ATPase interacting 4	C20orf58|FAM77A|bA261N11.2	protein-coding	ENSG00000101198	active	NC_000020.11	63240780	63256406	negative	4389	GO:0005515	GO:0002028	GO:0005886	protein binding	regulation of sodium ion transport	plasma membrane
100192386	FLJ16779	uncharacterized LOC100192386		ncRNA	ENSG00000275620	active	NC_000020.11	63253978	63261615	positive	7638						
55738	ARFGAP1	ADP ribosylation factor GTPase activating protein 1	ARF1GAP|HRIHFB2281	protein-coding	ENSG00000101199	active	NC_000020.11	63272785	63289790	positive	4945	GO:0005096///GO:0005515///GO:0046872	GO:0015031///GO:0016192///GO:0030100///GO:0032012///GO:0050790	GO:0000139///GO:0005829///GO:0045202	GTPase activator activity///protein binding///metal ion binding	protein transport///vesicle-mediated transport///regulation of endocytosis///regulation of ARF protein signal transduction///regulation of catalytic activity	Golgi membrane///cytosol///synapse
100422945	MIR4326	microRNA 4326	mir-4326	ncRNA	ENSG00000266104	active	NC_000020.11	63286808	63286866	positive	59						
57642	COL20A1	collagen type XX alpha 1 chain		protein-coding	ENSG00000101203	active	NC_000020.11	63293169	63334851	positive	8539			GO:0005576///GO:0005581///GO:0005615///GO:0005788///GO:0062023			extracellular region///collagen trimer///extracellular space///endoplasmic reticulum lumen///collagen-containing extracellular matrix
1137	CHRNA4	cholinergic receptor nicotinic alpha 4 subunit	BFNC|EBN|EBN1|NACHR|NACHRA4|NACRA4	protein-coding	ENSG00000101204	active	NC_000020.11	63343223	63375471	negative	6282	GO:0005231///GO:0005515///GO:0015276///GO:0015464///GO:0022848///GO:0030594///GO:0042166///GO:1904315	GO:0001508///GO:0001666///GO:0006281///GO:0006811///GO:0006816///GO:0006979///GO:0007165///GO:0007268///GO:0007271///GO:0014059///GO:0019233///GO:0034220///GO:0035094///GO:0035095///GO:0042113///GO:0042391///GO:0050877///GO:0050890///GO:0051899///GO:0060079///GO:0060080	GO:0005886///GO:0005892///GO:0009897///GO:0016020///GO:0030425///GO:0043005///GO:0043025///GO:0045202///GO:0045211	excitatory extracellular ligand-gated ion channel activity///protein binding///ligand-gated ion channel activity///acetylcholine receptor activity///acetylcholine-gated cation-selective channel activity///neurotransmitter receptor activity///acetylcholine binding///transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	action potential///response to hypoxia///DNA repair///ion transport///calcium ion transport///response to oxidative stress///signal transduction///chemical synaptic transmission///synaptic transmission, cholinergic///regulation of dopamine secretion///sensory perception of pain///ion transmembrane transport///response to nicotine///behavioral response to nicotine///B cell activation///regulation of membrane potential///nervous system process///cognition///membrane depolarization///excitatory postsynaptic potential///inhibitory postsynaptic potential	plasma membrane///acetylcholine-gated channel complex///external side of plasma membrane///membrane///dendrite///neuron projection///neuronal cell body///synapse///postsynaptic membrane
100130587	LOC100130587	uncharacterized LOC100130587		ncRNA	ENSG00000203900	active	NC_000020.11	63359988	63371177	positive	3264						
3785	KCNQ2	potassium voltage-gated channel subfamily Q member 2	BFNC|DEE7|EBN|EBN1|ENB1|HNSPC|KCNA11|KV7.2	protein-coding	ENSG00000075043	active	NC_000020.11	63400208	63472655	negative	10602	GO:0005249///GO:0005251///GO:0005515///GO:0005516///GO:0030506	GO:0007268///GO:0007399///GO:0034765///GO:0071805	GO:0005886///GO:0008076///GO:0016020///GO:0033268///GO:0043194///GO:0045202	voltage-gated potassium channel activity///delayed rectifier potassium channel activity///protein binding///calmodulin binding///ankyrin binding	chemical synaptic transmission///nervous system development///regulation of ion transmembrane transport///potassium ion transmembrane transport	plasma membrane///voltage-gated potassium channel complex///membrane///node of Ranvier///axon initial segment///synapse
105372724	LOC105372724	uncharacterized LOC105372724		ncRNA		active	NC_000020.11	63411265	63413397	positive	1733						
105372721	LOC105372721	uncharacterized LOC105372721		ncRNA		active	NC_000020.11	63435346	63436091	positive	214						
105372720	KCNQ2-AS1	KCNQ2 antisense RNA 1		ncRNA		active	NC_000020.11	63447024	63450898	positive	2350						
1917	EEF1A2	eukaryotic translation elongation factor 1 alpha 2	DEE33|EEF1AL|EF-1-alpha-2|EF1A|EIEE33|HS1|MRD38|STN|STNL	protein-coding	ENSG00000101210	active	NC_000020.11	63488014	63499083	negative	1773	GO:0003746///GO:0003924///GO:0005515///GO:0005525///GO:0008135///GO:0019901	GO:0006412///GO:0006414///GO:0043065///GO:0090218///GO:1904714	GO:0005634///GO:0005737///GO:0005853///GO:0045202///GO:0098574	translation elongation factor activity///GTPase activity///protein binding///GTP binding///translation factor activity, RNA binding///protein kinase binding	translation///translational elongation///positive regulation of apoptotic process///positive regulation of lipid kinase activity///regulation of chaperone-mediated autophagy	nucleus///cytoplasm///eukaryotic translation elongation factor 1 complex///synapse///cytoplasmic side of lysosomal membrane
105372725	LOC105372725	uncharacterized LOC105372725		ncRNA		active	NC_000020.11	63502058	63508772	positive	3908						
102723814	LOC102723814	uncharacterized LOC102723814		ncRNA		active	NC_000020.11	63517262	63520200	negative	2353						
79144	PPDPF	pancreatic progenitor cell differentiation and proliferation factor	C20orf149|dJ697K14.9|exdpf	protein-coding	ENSG00000125534	active	NC_000020.11	63520741	63522206	positive	851		GO:0030154			cell differentiation	
5753	PTK6	protein tyrosine kinase 6	BRK	protein-coding	ENSG00000101213	active	NC_000020.11	63528001	63537376	negative	2953	GO:0004713///GO:0004715///GO:0005102///GO:0005515///GO:0005524///GO:0042802	GO:0006468///GO:0007169///GO:0007260///GO:0010976///GO:0016477///GO:0030154///GO:0038128///GO:0042531///GO:0045087///GO:0045742///GO:0045787///GO:0045926///GO:0046777///GO:0060575///GO:0061099///GO:0071300	GO:0001726///GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0005886///GO:0016604///GO:0031234	protein tyrosine kinase activity///non-membrane spanning protein tyrosine kinase activity///signaling receptor binding///protein binding///ATP binding///identical protein binding	protein phosphorylation///transmembrane receptor protein tyrosine kinase signaling pathway///tyrosine phosphorylation of STAT protein///positive regulation of neuron projection development///cell migration///cell differentiation///ERBB2 signaling pathway///positive regulation of tyrosine phosphorylation of STAT protein///innate immune response///positive regulation of epidermal growth factor receptor signaling pathway///positive regulation of cell cycle///negative regulation of growth///protein autophosphorylation///intestinal epithelial cell differentiation///negative regulation of protein tyrosine kinase activity///cellular response to retinoic acid	ruffle///nucleus///nucleoplasm///cytoplasm///cytosol///plasma membrane///nuclear body///extrinsic component of cytoplasmic side of plasma membrane
6725	SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites	C20orf148|PTK70|SRM|dJ697K14.1	protein-coding	ENSG00000125508	active	NC_000020.11	63539924	63547504	negative	2402	GO:0004713///GO:0004715///GO:0005102///GO:0005515///GO:0005524	GO:0007169///GO:0009968///GO:0018108///GO:0030154///GO:0038083///GO:0045087	GO:0005737///GO:0005829///GO:0031234	protein tyrosine kinase activity///non-membrane spanning protein tyrosine kinase activity///signaling receptor binding///protein binding///ATP binding	transmembrane receptor protein tyrosine kinase signaling pathway///negative regulation of signal transduction///peptidyl-tyrosine phosphorylation///cell differentiation///peptidyl-tyrosine autophosphorylation///innate immune response	cytoplasm///cytosol///extrinsic component of cytoplasmic side of plasma membrane
79025	FNDC11	fibronectin type III domain containing 11	C20orf195	protein-coding	ENSG00000125531	active	NC_000020.11	63553020	63556712	positive	2091	GO:0005515			protein binding		
85441	HELZ2	helicase with zinc finger 2	PDIP-1|PRIC285	protein-coding	ENSG00000130589	active	NC_000020.11	63558086	63574239	negative	10288	GO:0003677///GO:0003723///GO:0003724///GO:0004540///GO:0005515///GO:0005524///GO:0030374///GO:0046872	GO:0000184///GO:0045944///GO:0090501	GO:0005654///GO:0005737///GO:0016020	DNA binding///RNA binding///RNA helicase activity///ribonuclease activity///protein binding///ATP binding///nuclear receptor coactivator activity///metal ion binding	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///positive regulation of transcription by RNA polymerase II///RNA phosphodiester bond hydrolysis	nucleoplasm///cytoplasm///membrane
26205	GMEB2	glucocorticoid modulatory element binding protein 2	GMEB-2|P79PIF|PIF79	protein-coding	ENSG00000101216	active	NC_000020.11	63587602	63627101	negative	4709	GO:0000978///GO:0000981///GO:0001228///GO:0005515///GO:0042802///GO:0046872///GO:1990837	GO:0006357///GO:0006366///GO:0045944	GO:0000785///GO:0005634///GO:0005654///GO:0005829	RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription activator activity, RNA polymerase II-specific///protein binding///identical protein binding///metal ion binding///sequence-specific double-stranded DNA binding	regulation of transcription by RNA polymerase II///transcription by RNA polymerase II///positive regulation of transcription by RNA polymerase II	chromatin///nucleus///nucleoplasm///cytosol
100505771	MHENCR	melanoma highly expressed competing endogenous lncRNA for miR-425 and miR-489		ncRNA	ENSG00000232442	active	NC_000020.11	63627235	63628824	positive	793						
50861	STMN3	stathmin 3	SCLIP	protein-coding	ENSG00000197457	active	NC_000020.11	63639705	63653610	negative	2732	GO:0005515///GO:0015631///GO:0019904	GO:0001835///GO:0007019///GO:0007399///GO:0031110///GO:0031122///GO:0031175///GO:0035021///GO:0043087///GO:0051493	GO:0005737///GO:0005794///GO:0005829///GO:0030426///GO:0043005	protein binding///tubulin binding///protein domain specific binding	blastocyst hatching///microtubule depolymerization///nervous system development///regulation of microtubule polymerization or depolymerization///cytoplasmic microtubule organization///neuron projection development///negative regulation of Rac protein signal transduction///regulation of GTPase activity///regulation of cytoskeleton organization	cytoplasm///Golgi apparatus///cytosol///growth cone///neuron projection
105372726	LOC105372726					discontinued	NC_000020.11	63653130	63655003	positive	735						
100533107	RTEL1-TNFRSF6B	RTEL1-TNFRSF6B readthrough (NMD candidate)		ncRNA	ENSG00000026036	active	NC_000020.11	63657810	63698698	positive	5772						
